"Dátum","Gép","Kezdő időpont","Záró időpont","Megrendelésszám"
"2020.12.10.","Festő-1","06:00","14:00","MEGR011"
"2020.12.10.","Festő-2","06:00","14:00","MEGR011"
"2020.12.10.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.10.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.10.","Festő-1","14:00","22:00","MEGR011"
"2020.12.10.","Festő-2","14:00","22:00","MEGR011"
"2020.12.10.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.10.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.11.","Festő-1","06:00","14:00","MEGR011"
"2020.12.11.","Festő-2","06:00","14:00","MEGR011"
"2020.12.11.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.11.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.11.","Festő-1","14:00","22:00","MEGR011"
"2020.12.11.","Festő-2","14:00","22:00","MEGR011"
"2020.12.11.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.11.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.12.","Festő-1","06:00","14:00","MEGR011"
"2020.12.12.","Festő-2","06:00","14:00","MEGR011"
"2020.12.12.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.12.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.12.","Festő-1","14:00","22:00","MEGR011"
"2020.12.12.","Festő-2","14:00","22:00","MEGR011"
"2020.12.12.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.12.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.13.","Festő-1","06:00","14:00","MEGR011"
"2020.12.13.","Festő-2","06:00","14:00","MEGR011"
"2020.12.13.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.13.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.13.","Festő-1","14:00","22:00","MEGR011"
"2020.12.13.","Festő-2","14:00","22:00","MEGR011"
"2020.12.13.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.13.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.14.","Festő-1","06:00","14:00","MEGR011"
"2020.12.14.","Festő-2","06:00","14:00","MEGR011"
"2020.12.14.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.14.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.14.","Festő-1","14:00","22:00","MEGR011"
"2020.12.14.","Festő-2","14:00","22:00","MEGR011"
"2020.12.14.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.14.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.15.","Festő-1","06:00","14:00","MEGR011"
"2020.12.15.","Festő-2","06:00","14:00","MEGR011"
"2020.12.15.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.15.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.15.","Festő-1","14:00","22:00","MEGR011"
"2020.12.15.","Festő-2","14:00","22:00","MEGR011"
"2020.12.15.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.15.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.16.","Festő-1","06:00","14:00","MEGR011"
"2020.12.16.","Festő-2","06:00","14:00","MEGR011"
"2020.12.16.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.16.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.16.","Festő-1","14:00","17:15","MEGR011"
"2020.12.16.","Festő-2","14:00","17:15","MEGR011"
"2020.12.16.","Hajlító-1","14:00","16:45","MEGR011"
"2020.12.16.","Hajlító-2","14:00","16:45","MEGR011"
"2020.12.16.","Vágó-1","17:05","21:59","MEGR005"
"2020.12.16.","Vágó-2","17:05","21:59","MEGR005"
"2020.12.16.","Hajlító-1","17:11","21:56","MEGR005"
"2020.12.16.","Hajlító-2","17:11","21:56","MEGR005"
"2020.12.16.","Hegesztő-1","17:26","21:56","MEGR005"
"2020.12.16.","Hegesztő-2","17:26","21:56","MEGR005"
"2020.12.16.","Tesztelő-1","17:36","21:56","MEGR005"
"2020.12.16.","Festő-1","17:41","21:56","MEGR005"
"2020.12.16.","Festő-2","17:41","21:56","MEGR005"
"2020.12.16.","Csomagoló-1","17:56","21:56","MEGR005"
"2020.12.16.","Csomagoló-2","17:56","21:56","MEGR005"
"2020.12.17.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.17.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.17.","Festő-1","06:00","14:00","MEGR005"
"2020.12.17.","Festő-2","06:00","14:00","MEGR005"
"2020.12.17.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.17.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.17.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.17.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.17.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.17.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.17.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.17.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.17.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.17.","Festő-1","14:00","22:00","MEGR005"
"2020.12.17.","Festő-2","14:00","22:00","MEGR005"
"2020.12.17.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.17.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.17.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.17.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.17.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.17.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.17.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.18.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.18.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.18.","Festő-1","06:00","14:00","MEGR005"
"2020.12.18.","Festő-2","06:00","14:00","MEGR005"
"2020.12.18.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.18.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.18.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.18.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.18.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.18.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.18.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.18.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.18.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.18.","Festő-1","14:00","22:00","MEGR005"
"2020.12.18.","Festő-2","14:00","22:00","MEGR005"
"2020.12.18.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.18.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.18.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.18.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.18.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.18.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.18.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.19.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.19.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.19.","Festő-1","06:00","14:00","MEGR005"
"2020.12.19.","Festő-2","06:00","14:00","MEGR005"
"2020.12.19.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.19.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.19.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.19.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.19.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.19.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.19.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.19.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.19.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.19.","Festő-1","14:00","22:00","MEGR005"
"2020.12.19.","Festő-2","14:00","22:00","MEGR005"
"2020.12.19.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.19.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.19.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.19.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.19.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.19.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.19.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.20.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.20.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.20.","Festő-1","06:00","14:00","MEGR005"
"2020.12.20.","Festő-2","06:00","14:00","MEGR005"
"2020.12.20.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.20.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.20.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.20.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.20.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.20.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.20.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.20.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.20.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.20.","Festő-1","14:00","22:00","MEGR005"
"2020.12.20.","Festő-2","14:00","22:00","MEGR005"
"2020.12.20.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.20.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.20.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.20.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.20.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.20.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.20.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.21.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.21.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.21.","Festő-1","06:00","14:00","MEGR005"
"2020.12.21.","Festő-2","06:00","14:00","MEGR005"
"2020.12.21.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.21.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.21.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.21.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.21.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.21.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.21.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.21.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.21.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.21.","Festő-1","14:00","22:00","MEGR005"
"2020.12.21.","Festő-2","14:00","22:00","MEGR005"
"2020.12.21.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.21.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.21.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.21.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.21.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.21.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.21.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.22.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.22.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.22.","Festő-1","06:00","14:00","MEGR005"
"2020.12.22.","Festő-2","06:00","14:00","MEGR005"
"2020.12.22.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.22.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.22.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.22.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.22.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.22.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.22.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.22.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.22.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.22.","Festő-1","14:00","22:00","MEGR005"
"2020.12.22.","Festő-2","14:00","22:00","MEGR005"
"2020.12.22.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.22.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.22.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.22.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.22.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.22.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.22.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.23.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.23.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.23.","Festő-1","06:00","14:00","MEGR005"
"2020.12.23.","Festő-2","06:00","14:00","MEGR005"
"2020.12.23.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.23.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.23.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.23.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.23.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.23.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.23.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.23.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.23.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.23.","Festő-1","14:00","22:00","MEGR005"
"2020.12.23.","Festő-2","14:00","22:00","MEGR005"
"2020.12.23.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.23.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.23.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.23.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.23.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.23.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.23.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.24.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.24.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.24.","Festő-1","06:00","14:00","MEGR005"
"2020.12.24.","Festő-2","06:00","14:00","MEGR005"
"2020.12.24.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.24.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.24.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.24.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.24.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.24.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.24.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.24.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.24.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.24.","Festő-1","14:00","22:00","MEGR005"
"2020.12.24.","Festő-2","14:00","22:00","MEGR005"
"2020.12.24.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.24.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.24.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.24.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.24.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.24.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.24.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.25.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.25.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.25.","Festő-1","06:00","14:00","MEGR005"
"2020.12.25.","Festő-2","06:00","14:00","MEGR005"
"2020.12.25.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.25.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.25.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.25.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.25.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.25.","Vágó-1","06:00","14:00","MEGR005"
"2020.12.25.","Vágó-2","06:00","14:00","MEGR005"
"2020.12.25.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.25.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.25.","Festő-1","14:00","22:00","MEGR005"
"2020.12.25.","Festő-2","14:00","22:00","MEGR005"
"2020.12.25.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.25.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.25.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.25.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.25.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.25.","Vágó-1","14:00","22:00","MEGR005"
"2020.12.25.","Vágó-2","14:00","22:00","MEGR005"
"2020.12.26.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.26.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.26.","Festő-1","06:00","14:00","MEGR005"
"2020.12.26.","Festő-2","06:00","14:00","MEGR005"
"2020.12.26.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.26.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.26.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.26.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.26.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.26.","Vágó-1","06:00","07:06","MEGR005"
"2020.12.26.","Vágó-2","06:00","07:06","MEGR005"
"2020.12.26.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.26.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.26.","Festő-1","14:00","22:00","MEGR005"
"2020.12.26.","Festő-2","14:00","22:00","MEGR005"
"2020.12.26.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.26.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.26.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.26.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.26.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.27.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.27.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.27.","Festő-1","06:00","14:00","MEGR005"
"2020.12.27.","Festő-2","06:00","14:00","MEGR005"
"2020.12.27.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.27.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.27.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.27.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.27.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.27.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.27.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.27.","Festő-1","14:00","22:00","MEGR005"
"2020.12.27.","Festő-2","14:00","22:00","MEGR005"
"2020.12.27.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.27.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.27.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.27.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.27.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.28.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.28.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.28.","Festő-1","06:00","14:00","MEGR005"
"2020.12.28.","Festő-2","06:00","14:00","MEGR005"
"2020.12.28.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.28.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.28.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.28.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.28.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.28.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.28.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.28.","Festő-1","14:00","22:00","MEGR005"
"2020.12.28.","Festő-2","14:00","22:00","MEGR005"
"2020.12.28.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.28.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.28.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.28.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.28.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.29.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.29.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.29.","Festő-1","06:00","14:00","MEGR005"
"2020.12.29.","Festő-2","06:00","14:00","MEGR005"
"2020.12.29.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.29.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.29.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.29.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.29.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.29.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.29.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.29.","Festő-1","14:00","22:00","MEGR005"
"2020.12.29.","Festő-2","14:00","22:00","MEGR005"
"2020.12.29.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.29.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.29.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.29.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.29.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.30.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.30.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.30.","Festő-1","06:00","14:00","MEGR005"
"2020.12.30.","Festő-2","06:00","14:00","MEGR005"
"2020.12.30.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.30.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.30.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.30.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.30.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.30.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.30.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.30.","Festő-1","14:00","22:00","MEGR005"
"2020.12.30.","Festő-2","14:00","22:00","MEGR005"
"2020.12.30.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.30.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.30.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.30.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.30.","Tesztelő-1","14:00","22:00","MEGR005"
"2020.12.31.","Csomagoló-1","06:00","14:00","MEGR005"
"2020.12.31.","Csomagoló-2","06:00","14:00","MEGR005"
"2020.12.31.","Festő-1","06:00","14:00","MEGR005"
"2020.12.31.","Festő-2","06:00","14:00","MEGR005"
"2020.12.31.","Hajlító-1","06:00","14:00","MEGR005"
"2020.12.31.","Hajlító-2","06:00","14:00","MEGR005"
"2020.12.31.","Hegesztő-1","06:00","14:00","MEGR005"
"2020.12.31.","Hegesztő-2","06:00","14:00","MEGR005"
"2020.12.31.","Tesztelő-1","06:00","14:00","MEGR005"
"2020.12.31.","Csomagoló-1","14:00","22:00","MEGR005"
"2020.12.31.","Csomagoló-2","14:00","22:00","MEGR005"
"2020.12.31.","Festő-1","14:00","22:00","MEGR005"
"2020.12.31.","Festő-2","14:00","22:00","MEGR005"
"2020.12.31.","Hajlító-1","14:00","22:00","MEGR005"
"2020.12.31.","Hajlító-2","14:00","22:00","MEGR005"
"2020.12.31.","Hegesztő-1","14:00","22:00","MEGR005"
"2020.12.31.","Hegesztő-2","14:00","22:00","MEGR005"
"2020.12.31.","Tesztelő-1","14:00","22:00","MEGR005"
"2021.01.01.","Csomagoló-1","06:00","14:00","MEGR005"
"2021.01.01.","Csomagoló-2","06:00","14:00","MEGR005"
"2021.01.01.","Festő-1","06:00","14:00","MEGR005"
"2021.01.01.","Festő-2","06:00","14:00","MEGR005"
"2021.01.01.","Hajlító-1","06:00","14:00","MEGR005"
"2021.01.01.","Hajlító-2","06:00","14:00","MEGR005"
"2021.01.01.","Hegesztő-1","06:00","11:30","MEGR005"
"2021.01.01.","Hegesztő-2","06:00","11:30","MEGR005"
"2021.01.01.","Tesztelő-1","06:00","11:40","MEGR005"
"2021.01.01.","Csomagoló-1","14:00","22:00","MEGR005"
"2021.01.01.","Csomagoló-2","14:00","22:00","MEGR005"
"2021.01.01.","Festő-1","14:00","22:00","MEGR005"
"2021.01.01.","Festő-2","14:00","22:00","MEGR005"
"2021.01.01.","Hajlító-1","14:00","22:00","MEGR005"
"2021.01.01.","Hajlító-2","14:00","22:00","MEGR005"
"2021.01.02.","Csomagoló-1","06:00","14:00","MEGR005"
"2021.01.02.","Csomagoló-2","06:00","14:00","MEGR005"
"2021.01.02.","Festő-1","06:00","14:00","MEGR005"
"2021.01.02.","Festő-2","06:00","14:00","MEGR005"
"2021.01.02.","Hajlító-1","06:00","14:00","MEGR005"
"2021.01.02.","Hajlító-2","06:00","14:00","MEGR005"
"2021.01.02.","Csomagoló-1","14:00","22:00","MEGR005"
"2021.01.02.","Csomagoló-2","14:00","22:00","MEGR005"
"2021.01.02.","Festő-1","14:00","22:00","MEGR005"
"2021.01.02.","Festő-2","14:00","22:00","MEGR005"
"2021.01.02.","Hajlító-1","14:00","22:00","MEGR005"
"2021.01.02.","Hajlító-2","14:00","22:00","MEGR005"
"2021.01.03.","Csomagoló-1","06:00","14:00","MEGR005"
"2021.01.03.","Csomagoló-2","06:00","14:00","MEGR005"
"2021.01.03.","Festő-1","06:00","14:00","MEGR005"
"2021.01.03.","Festő-2","06:00","14:00","MEGR005"
"2021.01.03.","Hajlító-1","06:00","14:00","MEGR005"
"2021.01.03.","Hajlító-2","06:00","14:00","MEGR005"
"2021.01.03.","Csomagoló-1","14:00","22:00","MEGR005"
"2021.01.03.","Csomagoló-2","14:00","22:00","MEGR005"
"2021.01.03.","Festő-1","14:00","22:00","MEGR005"
"2021.01.03.","Festő-2","14:00","22:00","MEGR005"
"2021.01.03.","Hajlító-1","14:00","22:00","MEGR005"
"2021.01.03.","Hajlító-2","14:00","22:00","MEGR005"
"2021.01.04.","Csomagoló-1","06:00","14:00","MEGR005"
"2021.01.04.","Csomagoló-2","06:00","14:00","MEGR005"
"2021.01.04.","Festő-1","06:00","14:00","MEGR005"
"2021.01.04.","Festő-2","06:00","14:00","MEGR005"
"2021.01.04.","Hajlító-1","06:00","14:00","MEGR005"
"2021.01.04.","Hajlító-2","06:00","14:00","MEGR005"
"2021.01.04.","Festő-1","14:00","22:00","MEGR005"
"2021.01.04.","Festő-2","14:00","22:00","MEGR005"
"2021.01.04.","Hajlító-1","14:00","22:00","MEGR005"
"2021.01.04.","Hajlító-2","14:00","22:00","MEGR005"
"2021.01.05.","Festő-1","06:00","14:00","MEGR005"
"2021.01.05.","Festő-2","06:00","14:00","MEGR005"
"2021.01.05.","Hajlító-1","06:00","14:00","MEGR005"
"2021.01.05.","Hajlító-2","06:00","14:00","MEGR005"
"2021.01.05.","Festő-1","14:00","22:00","MEGR005"
"2021.01.05.","Festő-2","14:00","22:00","MEGR005"
"2021.01.05.","Hajlító-1","14:00","22:00","MEGR005"
"2021.01.05.","Hajlító-2","14:00","22:00","MEGR005"
"2021.01.06.","Festő-1","06:00","14:00","MEGR005"
"2021.01.06.","Festő-2","06:00","14:00","MEGR005"
"2021.01.06.","Hajlító-1","06:00","14:00","MEGR005"
"2021.01.06.","Hajlító-2","06:00","14:00","MEGR005"
"2021.01.06.","Festő-1","14:00","22:00","MEGR005"
"2021.01.06.","Festő-2","14:00","22:00","MEGR005"
"2021.01.06.","Hajlító-1","14:00","22:00","MEGR005"
